frame,joint,x,y,visibility
5,left_wrist,270.2977180480957,471.79713678359985,0.9808027744293213
5,right_wrist,117.97993898391724,463.58765399456024,0.9946159720420837
5,left_hip,238.90023708343506,478.88585126399994,0.999975860118866
5,right_hip,164.1335964202881,478.14695250988007,0.9999760985374451
5,left_knee,230.11682510375977,615.8673267364502,0.9935406446456909
5,right_knee,175.41762828826904,611.3516759872437,0.985445499420166
5,left_ankle,227.00151443481445,718.873152256012,0.9941018223762512
5,right_ankle,182.14410781860352,709.7354139089584,0.992287814617157
6,head,201.6767692565918,191.95159021019936,0.9994819760322571
6,left_shoulder,269.64855194091797,268.3712496161461,0.9999586343765259
6,right_shoulder,139.0453863143921,264.27124214172363,0.9999396204948425
6,left_elbow,281.742582321167,379.3500146269798,0.9849918484687805
6,right_elbow,120.06305694580078,371.38997888565063,0.9838987588882446
6,left_wrist,270.2868461608887,471.57133388519287,0.9806180596351624
6,right_wrist,117.98075437545776,463.33329486846924,0.9946619868278503
6,left_hip,238.8358211517334,478.931001663208,0.9999762177467346
6,right_hip,164.0919542312622,478.2249858379364,0.999976396560669
6,left_knee,230.09154796600342,615.854550242424,0.9936180710792542
6,right_knee,175.42367935180664,611.0160766839981,0.9856935143470764
6,left_ankle,226.86424255371094,718.9438047409058,0.9941829442977905
6,right_ankle,182.18430519104004,709.7344467639923,0.9923943281173706
7,head,201.77571773529053,191.70700433850288,0.9994922876358032
7,left_shoulder,269.63647842407227,268.282628595829,0.9999592900276184
7,right_shoulder,139.166522026062,264.26271599531174,0.999940037727356
7,left_elbow,281.7386054992676,379.3374417424202,0.9851049184799194
7,right_elbow,120.103440284729,371.3495115041733,0.9839195609092712
7,left_wrist,270.2841281890869,471.4713616371155,0.9809409379959106
7,right_wrist,117.98768520355225,463.1829801797867,0.9947192072868347
7,left_hip,238.79419326782227,479.09302389621735,0.999976634979248
7,right_hip,164.052414894104,478.3749442100525,0.9999766945838928
7,left_knee,230.08365154266357,615.8557209968567,0.9937355518341064
7,right_knee,175.43034553527832,610.9296953678131,0.9859616756439209
7,left_ankle,226.75034523010254,719.0059056282043,0.9943106174468994
7,right_ankle,182.20706462860107,709.7452380657196,0.9925243854522705
8,head,201.7925262451172,191.4377562701702,0.9994984865188599
8,left_shoulder,269.6146774291992,268.20296639204025,0.9999596476554871
8,right_shoulder,139.27940368652344,264.2482851743698,0.9999399185180664
8,left_elbow,281.7457580566406,379.3368818163872,0.985135018825531
8,right_elbow,120.17440795898438,371.35162395238876,0.9838558435440063
8,left_wrist,270.2863025665283,471.4184740781784,0.9812200665473938
8,right_wrist,118.0023980140686,463.03882467746735,0.9947667121887207
8,left_hip,238.77493858337402,479.33043253421783,0.9999769330024719
8,right_hip,164.00560855865479,478.61113119125366,0.9999768733978271
8,left_knee,230.08864402770996,615.865799665451,0.993881106376648
8,right_knee,175.4371690750122,610.9310188293457,0.986240029335022
8,left_ankle,226.70891761779785,719.1140731573105,0.994471549987793
8,right_ankle,182.28243827819824,709.7635120153427,0.9926775693893433
9,head,201.81492805480957,191.25196263194084,0.9995012283325195
9,left_shoulder,269.5733070373535,268.15313297510147,0.9999601244926453
9,right_shoulder,139.30330753326416,264.24528193473816,0.999940037727356
9,left_elbow,281.7542839050293,379.3290428519249,0.985245406627655
9,right_elbow,120.18314838409424,371.37559896707535,0.9836721420288086
9,left_wrist,270.2622699737549,471.3259844779968,0.9814007878303528
9,right_wrist,118.03971290588379,462.9015918970108,0.9948083758354187
9,left_hip,238.75021934509277,479.4800854921341,0.9999773502349854
9,right_hip,163.97234916687012,478.81107568740845,0.999977171421051
9,left_knee,230.08202075958252,615.957678437233,0.9940491318702698
9,right_knee,175.4374122619629,610.8950817584991,0.9865426421165466
9,left_ankle,226.70403957366943,719.3422684669495,0.9946525692939758
9,right_ankle,182.2968292236328,709.778528213501,0.992855429649353
10,head,201.84303760528564,191.18864008784294,0.9995031356811523
10,left_shoulder,269.54392433166504,268.11780673265457,0.9999603629112244
10,right_shoulder,139.31090354919434,264.24207508563995,0.999940037727356
10,left_elbow,281.75814628601074,379.3086564540863,0.9852219223976135
10,right_elbow,120.20339012145996,371.3895207643509,0.9834599494934082
10,left_wrist,270.24484634399414,471.25548470020294,0.9813748598098755
10,right_wrist,118.05812358856201,462.79418790340424,0.99482262134552
10,left_hip,238.72535705566406,479.7156616449356,0.999977707862854
10,right_hip,163.94518375396729,479.081112742424,0.9999774098396301
10,left_knee,230.0800895690918,616.0922133922577,0.9941686391830444
10,right_knee,175.44077396392822,610.9213982820511,0.986751139163971
10,left_ankle,226.7002773284912,719.494975566864,0.9947895407676697
10,right_ankle,182.30494022369385,709.8018923997879,0.992969810962677
11,head,201.885724067688,191.15594804286957,0.9995097517967224
11,left_shoulder,269.4441604614258,268.05685114860535,0.9999607801437378
11,right_shoulder,139.31493759155273,264.2442893385887,0.9999402165412903
11,left_elbow,281.75883293151855,379.2988068461418,0.9852811694145203
11,right_elbow,120.2032470703125,371.38893538713455,0.9833397269248962
11,left_wrist,270.2431869506836,471.1981177330017,0.9815173745155334
11,right_wrist,118.06054830551147,462.6953355073929,0.99485844373703
11,left_hip,238.7102508544922,479.78346359729767,0.9999780058860779
11,right_hip,163.90490055084229,479.182968378067,0.9999775886535645
11,left_knee,230.05552768707275,616.1026483774185,0.9942379593849182
11,right_knee,175.4431915283203,610.9066874980927,0.9868427515029907
11,left_ankle,226.6730546951294,719.5519862174988,0.9948922991752625
11,right_ankle,182.37703800201416,709.8025541305542,0.9930427074432373
12,head,201.89088821411133,191.14368057250977,0.9995071291923523
12,left_shoulder,269.3718910217285,268.0279640555382,0.9999608993530273
12,right_shoulder,139.31829929351807,264.2653629183769,0.9999399781227112
12,left_elbow,281.76183700561523,379.29659259319305,0.9852899312973022
12,right_elbow,120.20823955535889,371.4008974432945,0.9831711053848267
12,left_wrist,270.23351669311523,471.15256011486053,0.9815824031829834
12,right_wrist,118.06828737258911,462.6082924604416,0.9948612451553345
12,left_hip,238.70152473449707,479.95088148117065,0.9999781250953674
12,right_hip,163.89410018920898,479.38443994522095,0.9999775886535645
12,left_knee,230.0469732284546,616.1143050193787,0.994300127029419
12,right_knee,175.4452657699585,610.9089272022247,0.986937940120697
12,left_ankle,226.6633129119873,719.6516021490097,0.9949824213981628
12,right_ankle,182.39295959472656,709.8200645446777,0.9931011199951172
13,head,201.8968677520752,191.14177173376083,0.9995086193084717
13,left_shoulder,269.309720993042,267.9971935749054,0.9999608993530273
13,right_shoulder,139.32196140289307,264.2795901298523,0.9999398589134216
13,left_elbow,281.7521095275879,379.2942510843277,0.9851705431938171
13,right_elbow,120.21085739135742,371.4076929092407,0.983024001121521
13,left_wrist,270.2086544036865,471.12751615047455,0.9814974665641785
13,right_wrist,118.06927442550659,462.56746876239777,0.9948592782020569
13,left_hip,238.6907958984375,480.0106917619705,0.9999781847000122
13,right_hip,163.86709213256836,479.4586046934128,0.9999775886535645
13,left_knee,230.03864765167236,616.1160356998444,0.9943596124649048
13,right_knee,175.44798374176025,610.9076546430588,0.9870657324790955
13,left_ankle,226.658935546875,719.7287192344666,0.9950646758079529
13,right_ankle,182.3946475982666,709.8298377990723,0.9931648969650269
14,head,201.85569763183594,191.09111115336418,0.9994998574256897
14,left_shoulder,269.22780990600586,267.93952119350433,0.9999604821205139
14,right_shoulder,139.32477951049805,264.3006637096405,0.9999392032623291
14,left_elbow,281.67975425720215,379.2921386361122,0.9848886728286743
14,right_elbow,120.21945476531982,371.4134194254875,0.9826832413673401
14,left_wrist,270.1948928833008,471.0909173488617,0.9811519980430603
14,right_wrist,118.07064771652222,462.5324479341507,0.9947903752326965
14,left_hip,238.68149757385254,480.32185792922974,0.9999781847000122
14,right_hip,163.85703563690186,479.7190212011337,0.9999775290489197
14,left_knee,229.99544620513916,616.2619218826294,0.9944104552268982
14,right_knee,175.49350261688232,611.044225692749,0.9871538877487183
14,left_ankle,226.65417194366455,719.8536336421967,0.9951131343841553
14,right_ankle,182.4177360534668,709.8718322515488,0.9931933879852295
15,head,201.85800075531006,191.07031753659248,0.9994966983795166
15,left_shoulder,269.11571502685547,267.81397050619125,0.9999603629112244
15,right_shoulder,139.29492473602295,264.3746757507324,0.9999386072158813
15,left_elbow,281.65881156921387,379.2482862472534,0.9847280979156494
15,right_elbow,120.20310401916504,371.5161404013634,0.9823196530342102
15,left_wrist,270.1915168762207,471.05604922771454,0.9809592366218567
15,right_wrist,118.06217908859253,462.52827394008636,0.9946916699409485
15,left_hip,238.67388725280762,480.41867423057556,0.9999781847000122
15,right_hip,163.85268688201904,479.85080742836,0.9999774694442749
15,left_knee,229.9360227584839,616.3206632137299,0.994452178478241
15,right_knee,175.53770542144775,611.1599776744843,0.9871993064880371
15,left_ankle,226.6248893737793,719.9086081981659,0.9951409101486206
15,right_ankle,182.4301242828369,709.920902132988,0.9931939840316772
16,head,201.86010360717773,191.07010120153427,0.9994968771934509
16,left_shoulder,268.9954662322998,267.747110247612,0.9999602437019348
16,right_shoulder,139.2729377746582,264.40432637929916,0.9999383091926575
16,left_elbow,281.61091804504395,379.24551206827164,0.9845811724662781
16,right_elbow,120.16503810882568,371.56742453575134,0.9820565581321716
16,left_wrist,270.17998695373535,471.0525369644165,0.9808506965637207
16,right_wrist,118.03813934326172,462.52465987205505,0.9946139454841614
16,left_hip,238.66949558258057,480.49182093143463,0.9999781250953674
16,right_hip,163.84235858917236,479.9381558895111,0.9999772906303406
16,left_knee,229.8962116241455,616.3845965862274,0.9944349527359009
16,right_knee,175.55959224700928,611.2721155881882,0.987129807472229
16,left_ankle,226.55839920043945,719.9155309200287,0.9951112270355225
16,right_ankle,182.43099689483643,709.9472186565399,0.9931087493896484
17,head,201.8517780303955,191.07419884204865,0.9995072484016418
17,left_shoulder,268.8742160797119,267.70173078775406,0.99996018409729
17,right_shoulder,139.25557136535645,264.41005289554596,0.9999383687973022
17,left_elbow,281.517391204834,379.24087995290756,0.9845144748687744
17,right_elbow,120.12475490570068,371.5634796023369,0.9820963740348816
17,left_wrist,270.1556968688965,471.0491774082184,0.9808506369590759
17,right_wrist,118.0158519744873,462.52012956142426,0.9946084022521973
17,left_hip,238.66514682769775,480.4850000143051,0.9999779462814331
17,right_hip,163.83539199829102,479.94126093387604,0.9999771118164062
17,left_knee,229.88861560821533,616.3675951957703,0.9944635033607483
17,right_knee,175.56348323822021,611.2739480733871,0.9872009754180908
17,left_ankle,226.53440952301025,719.922809958458,0.995121419429779
17,right_ankle,182.44141101837158,709.9633038043976,0.99310302734375
18,head,201.85315132141113,191.07671850919724,0.9995132088661194
18,left_shoulder,268.7534236907959,267.6387391090393,0.9999599456787109
18,right_shoulder,139.21026706695557,264.42058968544006,0.9999379515647888
18,left_elbow,281.4319896697998,379.2321247458458,0.9844042062759399
18,right_elbow,120.00343322753906,371.57226026058197,0.9820181131362915
18,left_wrist,270.12608528137207,471.04673409461975,0.9807241559028625
18,right_wrist,117.97741413116455,462.51773715019226,0.9945521950721741
18,left_hip,238.65859508514404,480.4783318042755,0.9999777674674988
18,right_hip,163.83409023284912,479.94395875930786,0.9999768733978271
18,left_knee,229.86886024475098,616.3832222223282,0.9944790005683899
18,right_knee,175.56594371795654,611.2748643159866,0.98724365234375
18,left_ankle,226.5204906463623,719.9315651655197,0.9951387643814087
18,right_ankle,182.4535846710205,709.9874824285507,0.9931108951568604
19,head,201.86852931976318,191.09480157494545,0.999516487121582
19,left_shoulder,268.58001708984375,267.60292929410934,0.9999595880508423
19,right_shoulder,139.12606716156006,264.42881041765213,0.9999369382858276
19,left_elbow,281.3901615142822,379.25085681676865,0.9844185709953308
19,right_elbow,119.86239910125732,371.5765869617462,0.9819570779800415
19,left_wrist,270.1054000854492,471.0822639465332,0.9807620048522949
19,right_wrist,117.95734405517578,462.5535215139389,0.9944872260093689
19,left_hip,238.6529302597046,480.4812841415405,0.9999772906303406
19,right_hip,163.83090019226074,479.9510850906372,0.9999762773513794
19,left_knee,229.83611583709717,616.3864290714264,0.9944266676902771
19,right_knee,175.56578636169434,611.279038310051,0.987143874168396
19,left_ankle,226.47810459136963,719.9364008903503,0.9950932860374451
19,right_ankle,182.48655796051025,709.9998008012772,0.9930206537246704
20,head,201.88686847686768,191.14179718494415,0.9995294213294983
20,left_shoulder,268.3820056915283,267.59414863586426,0.9999598860740662
20,right_shoulder,138.91335010528564,264.44509917497635,0.9999373555183411
20,left_elbow,281.32638931274414,379.26737463474274,0.9845003485679626
20,right_elbow,119.5753026008606,371.5780122280121,0.9821152091026306
20,left_wrist,270.0321292877197,471.0840964317322,0.9808461666107178
20,right_wrist,117.91353464126587,462.56360018253326,0.994527280330658
20,left_hip,238.64819526672363,480.3395210504532,0.9999771118164062
20,right_hip,163.81736755371094,479.9084289073944,0.9999760389328003
20,left_knee,229.77922439575195,616.3935554027557,0.9943577647209167
20,right_knee,175.5668020248413,611.3459240198135,0.9869592785835266
20,left_ankle,226.45164012908936,719.937571644783,0.9950063228607178
20,right_ankle,182.50340938568115,710.009115934372,0.992882251739502
21,head,201.8889856338501,191.31818661093712,0.9995418787002563
21,left_shoulder,268.19921493530273,267.5647270679474,0.9999601244926453
21,right_shoulder,138.6106252670288,264.46589279174805,0.999937891960144
21,left_elbow,281.3167476654053,379.2738646864891,0.9844746589660645
21,right_elbow,119.32723760604858,371.55225563049316,0.9823396801948547
21,left_wrist,269.96169090270996,471.0847581624985,0.9808687567710876
21,right_wrist,117.85746574401855,462.6412262916565,0.9945580959320068
21,left_hip,238.64364624023438,479.90089535713196,0.9999768733978271
21,right_hip,163.79419326782227,479.78158020973206,0.9999758005142212
21,left_knee,229.71948623657227,616.3397006988525,0.9943019151687622
21,right_knee,175.52259922027588,611.3483673334122,0.9868485927581787
21,left_ankle,226.4470911026001,719.9404730796814,0.9949327707290649
21,right_ankle,182.50821590423584,710.0136971473694,0.9927690029144287
22,head,201.8816041946411,191.54970329999924,0.9995470643043518
22,left_shoulder,267.94687271118164,267.55986589193344,0.9999598264694214
22,right_shoulder,138.38004112243652,264.47693860530853,0.9999377727508545
22,left_elbow,281.3126564025879,379.2790312767029,0.9841241836547852
22,right_elbow,119.15749311447144,371.54848885536194,0.9823638200759888
22,left_wrist,269.89471435546875,471.083841919899,0.9804356694221497
22,right_wrist,117.72324800491333,462.75677466392517,0.9945151209831238
22,left_hip,238.63709449768066,479.85462510585785,0.9999765753746033
22,right_hip,163.7405490875244,479.78381991386414,0.9999755024909973
22,left_knee,229.6487331390381,616.4764244556427,0.9942434430122375
22,right_knee,175.51352977752686,611.654799580574,0.9866979122161865
22,left_ankle,226.44109725952148,719.9459196329117,0.9948899745941162
22,right_ankle,182.56263256072998,710.0175657272339,0.9926357865333557
23,head,201.84967517852783,191.71145829558372,0.9995527863502502
23,left_shoulder,267.7525520324707,267.5628436803818,0.9999596476554871
23,right_shoulder,138.18893909454346,264.4798654913902,0.9999377727508545
23,left_elbow,281.30733489990234,379.2850632071495,0.98383629322052
23,right_elbow,119.01015758514404,371.535254240036,0.9824227094650269
23,left_wrist,269.8073101043701,471.06897842884064,0.9800465703010559
23,right_wrist,117.57674932479858,462.80487740039825,0.9944831728935242
23,left_hip,238.62226009368896,479.76172828674316,0.999976396560669
23,right_hip,163.67175579071045,479.78331089019775,0.999975323677063
23,left_knee,229.60840702056885,616.538983464241,0.9942317605018616
23,right_knee,175.48866748809814,611.8257806301117,0.9866617918014526
23,left_ankle,226.43465995788574,719.9524351358414,0.9948902726173401
23,right_ankle,182.6037311553955,710.0211288928986,0.9925907850265503
24,head,201.82534217834473,191.78890624642372,0.9995524883270264
24,left_shoulder,267.5111389160156,267.5605785250664,0.9999590516090393
24,right_shoulder,137.84103870391846,264.50628381967545,0.9999373555183411
24,left_elbow,281.25718116760254,379.3157064318657,0.9834421873092651
24,right_elbow,118.73612880706787,371.6912445425987,0.9824612140655518
24,left_wrist,269.7447395324707,471.0594596862793,0.9795191884040833
24,right_wrist,117.49496698379517,463.064479470253,0.9944506287574768
24,left_hip,238.61875534057617,479.7915061712265,0.9999762177467346
24,right_hip,163.6286973953247,479.95622622966766,0.9999752044677734
24,left_knee,229.57531929016113,616.5471787452698,0.9942368865013123
24,right_knee,175.44622421264648,612.2034252882004,0.9866563677787781
24,left_ankle,226.4105987548828,719.9213337898254,0.9949120879173279
24,right_ankle,182.623028755188,710.0242848396301,0.9925783276557922
25,head,201.791410446167,191.90944305062294,0.9995480179786682
25,left_shoulder,267.2710704803467,267.5615456700325,0.9999585151672363
25,right_shoulder,137.5738763809204,264.51893305778503,0.9999367594718933
25,left_elbow,281.1917209625244,379.3531451225281,0.9831034541130066
25,right_elbow,118.50306987762451,371.8406429886818,0.9824848175048828
25,left_wrist,269.65845108032227,471.07233798503876,0.979182779788971
25,right_wrist,117.39573240280151,463.23678398132324,0.9944225549697876
25,left_hip,238.6113166809082,479.8641438484192,0.9999759197235107
25,right_hip,163.60772609710693,480.1787713766098,0.9999749064445496
25,left_knee,229.5540475845337,616.5418848991394,0.9941999912261963
25,right_knee,175.3151035308838,612.4265812635422,0.986527681350708
25,left_ankle,226.34500980377197,719.8503249883652,0.9948874711990356
25,right_ankle,182.62596130371094,710.0042802095413,0.9924992918968201
26,head,201.6199779510498,192.20883804559708,0.9995474815368652
26,left_shoulder,267.07672119140625,267.56106209754944,0.9999582171440125
26,right_shoulder,137.39590644836426,264.5617164969444,0.9999365210533142
26,left_elbow,281.1610794067383,379.3802760839462,0.9829204678535461
26,right_elbow,118.34119319915771,371.9812607765198,0.9826195240020752
26,left_wrist,269.63985443115234,471.096363902092,0.9791327714920044
26,right_wrist,117.3291277885437,463.3431190252304,0.9944453835487366
26,left_hip,238.6073398590088,479.9032368659973,0.9999756217002869
26,right_hip,163.60804080963135,480.33412539958954,0.9999746084213257
26,left_knee,229.52457904815674,616.5248835086823,0.99418044090271
26,right_knee,175.2621603012085,612.814762711525,0.9864605069160461
26,left_ankle,226.28079414367676,719.8172384500504,0.994874119758606
26,right_ankle,182.62810707092285,710.0038220882416,0.9924556016921997
27,head,201.28745555877686,193.09919679164886,0.9995537996292114
27,left_shoulder,266.8290710449219,267.579132437706,0.9999580979347229
27,right_shoulder,136.9715452194214,264.7532112002373,0.9999364614486694
27,left_elbow,281.0926151275635,379.3862571120262,0.9828745722770691
27,right_elbow,118.01395654678345,372.34101325273514,0.9828329682350159
27,left_wrist,269.6169090270996,471.0974328517914,0.979232668876648
27,right_wrist,117.12399959564209,463.54433608055115,0.9944928884506226
27,left_hip,238.5895872116089,480.0555876493454,0.9999754428863525
27,right_hip,163.59922885894775,480.64086306095123,0.9999744296073914
27,left_knee,229.5155382156372,616.4822273254395,0.9942687749862671
27,right_knee,175.24176120758057,613.1037354469299,0.9865530729293823
27,left_ankle,226.25319957733154,719.7989645004272,0.994905948638916
27,right_ankle,182.6445722579956,709.9663070440292,0.9924818873405457
28,head,200.60442924499512,193.51896315813065,0.9995619058609009
28,left_shoulder,266.65520668029785,267.5728714466095,0.9999582171440125
28,right_shoulder,136.67471408843994,264.778713285923,0.9999369382858276
28,left_elbow,281.04223251342773,379.37564396858215,0.9826894998550415
28,right_elbow,117.99998044967651,372.6132900118828,0.9829759001731873
28,left_wrist,269.60618019104004,471.0739668607712,0.979123592376709
28,right_wrist,117.00294971466064,463.76362347602844,0.9945651888847351
28,left_hip,238.5441255569458,480.1390166282654,0.9999755024909973
28,right_hip,163.5284185409546,480.9008723497391,0.9999746084213257
28,left_knee,229.50847148895264,616.4600338935852,0.994378387928009
28,right_knee,175.21938800811768,613.5028100013733,0.9866518974304199
28,left_ankle,226.2452745437622,719.7993208169937,0.9949476718902588
28,right_ankle,182.6479196548462,709.9274685382843,0.9925256371498108
29,head,199.87250804901123,193.73786878585815,0.9995694160461426
29,left_shoulder,266.34613037109375,267.5768927335739,0.9999580979347229
29,right_shoulder,136.4578342437744,264.77288496494293,0.999937117099762
29,left_elbow,281.00223541259766,379.37470227479935,0.9822676777839661
29,right_elbow,117.83299684524536,372.70178377628326,0.982991635799408
29,left_wrist,269.5887565612793,471.0738650560379,0.9787583351135254
29,right_wrist,116.8164610862732,463.9504351615906,0.9945648908615112
29,left_hip,238.51704597473145,480.5468463897705,0.9999755620956421
29,right_hip,163.4724998474121,481.5137368440628,0.9999747276306152
29,left_knee,229.48120594024658,616.5210658311844,0.9944990873336792
29,right_knee,175.16010761260986,613.9308480024338,0.9868564605712891
29,left_ankle,226.23939514160156,719.9011255502701,0.9950119256973267
29,right_ankle,182.6502513885498,709.9218183755875,0.9926196932792664
30,head,199.35110092163086,193.82760965824127,0.9995796084403992
30,left_shoulder,265.95351219177246,267.6001805663109,0.9999580383300781
30,right_shoulder,136.28019332885742,264.7306869029999,0.9999377131462097
30,left_elbow,280.9083652496338,379.32456344366074,0.9818757772445679
30,right_elbow,117.44150876998901,372.68414610624313,0.9831008315086365
30,left_wrist,269.50541496276855,471.07233798503876,0.9783218502998352
30,right_wrist,116.64576530456543,464.1267100572586,0.9946132302284241
30,left_hip,238.45184326171875,480.58329248428345,0.9999756813049316
30,right_hip,163.33067893981934,481.78830420970917,0.9999750256538391
30,left_knee,229.38473224639893,616.5290575027466,0.9945960640907288
30,right_knee,175.03133296966553,614.0802464485168,0.9870090484619141
30,left_ankle,226.23456001281738,720.1176133155823,0.9950880408287048
30,right_ankle,182.63630390167236,709.940601348877,0.9927211403846741
31,head,198.62999439239502,193.85051572322845,0.9995900988578796
31,left_shoulder,265.4689407348633,267.6075105071068,0.9999578595161438
31,right_shoulder,135.73845863342285,264.7735212445259,0.9999380707740784
31,left_elbow,280.81289291381836,379.23502618074417,0.9813172221183777
31,right_elbow,116.79787874221802,372.66004383563995,0.9830653667449951
31,left_wrist,269.42338943481445,471.0720325708389,0.9775684475898743
31,right_wrist,116.3670301437378,464.4004120826721,0.9945918321609497
31,left_hip,238.44386100769043,480.7560042142868,0.9999757409095764
31,right_hip,163.14844608306885,482.2358887195587,0.9999752640724182
31,left_knee,229.29526805877686,616.7547585964203,0.994678258895874
31,right_knee,174.9053192138672,614.5045685768127,0.9870888590812683
31,left_ankle,226.22697830200195,720.3563454151154,0.9951332807540894
31,right_ankle,182.5847625732422,709.9415175914764,0.9927555322647095
32,head,198.30543994903564,193.7678630053997,0.9996030330657959
32,left_shoulder,265.07755279541016,267.82412552833557,0.999957799911499
32,right_shoulder,135.13946056365967,264.8427230119705,0.9999387264251709
32,left_elbow,280.4539489746094,379.2640150785446,0.980804979801178
32,right_elbow,116.28310918807983,372.6523830294609,0.9831129908561707
32,left_wrist,269.3631076812744,471.04006588459015,0.9769400358200073
32,right_wrist,116.03874206542969,464.71758472919464,0.9946274161338806
32,left_hip,238.41749668121338,480.95778119564056,0.9999758005142212
32,right_hip,163.04231643676758,482.6463145017624,0.9999754428863525
32,left_knee,229.2145586013794,616.8336063623428,0.9947357773780823
32,right_knee,174.67450618743896,614.6476551294327,0.9871465563774109
32,left_ankle,226.18383407592773,720.5835735797882,0.9951620697975159
32,right_ankle,182.46678829193115,709.9548540115356,0.9927653074264526
33,head,197.7193307876587,193.5748794078827,0.9996131062507629
33,left_shoulder,264.700927734375,268.122947871685,0.9999580979347229
33,right_shoulder,134.23273086547852,264.9161751270294,0.9999390840530396
